"","gene","ensembl","Antibody","max_FC_log2","is_max"
"11993","AQP7P2","ENSG00000181997.8",NA,-3.722466,0
"11995","AQP8","ENSG00000103375.6",NA,-0.5938589,0
"11996","AQP9","ENSG00000103569.5",NA,-2.121015,0
"11997","AQR","ENSG00000021776.6",NA,-0.1151165,0
"11998","AR","ENSG00000169083.11","AR",3.024613,0
"12001","ARAP1","ENSG00000186635.10",NA,0.01665006,0
"12002","ARAP1-AS1","ENSG00000256007.1",NA,0.3976307,0
"12003","ARAP1-AS2","ENSG00000245148.2",NA,-0.02150782,0
"12004","ARAP2","ENSG00000047365.7",NA,-1.081462,0
"12005","ARAP3","ENSG00000120318.11",NA,-4.490051,0
"12006","ARC","ENSG00000198576.2",NA,1.244955,0
"12007","ARCN1","ENSG00000095139.9",NA,-0.3377278,0
"12008","AREG","ENSG00000109321.6",NA,2.618957,0
"12009","AREL1","ENSG00000119682.12",NA,-0.3219936,0
"12010","ARF1","ENSG00000143761.9",NA,0.1085299,0
"12012","ARF1P2","ENSG00000213137.3",NA,1.603699,0
"12014","ARF3","ENSG00000134287.5",NA,0.3590651,0
"12015","ARF4","ENSG00000168374.6",NA,-0.3192518,0
"12016","ARF4-AS1","ENSG00000272146.1",NA,0.04629365,0
"12017","ARF4P1","ENSG00000271525.1",NA,-0.6149891,0
"12018","ARF4P2","ENSG00000236527.1",NA,-0.8693706,0
"12020","ARF5","ENSG00000004059.6",NA,-0.186163,0
"12021","ARF6","ENSG00000165527.5",NA,0.2933067,0
"12022","ARFGAP1","ENSG00000101199.8",NA,0.4012754,0
"12023","ARFGAP2","ENSG00000149182.10",NA,0.1659377,0
"12024","ARFGAP3","ENSG00000242247.6",NA,-0.7680157,0
"12025","ARFGEF1","ENSG00000066777.4",NA,0.3058274,0
"12026","ARFGEF2","ENSG00000124198.8",NA,0.4724308,0
"12027","ARFGEF3","ENSG00000112379.8",NA,1.501863,0
"12028","ARFIP1","ENSG00000164144.10",NA,0.1232309,0
"12029","ARFIP2","ENSG00000132254.8",NA,1.963332,0
"12030","ARFRP1","ENSG00000101246.15",NA,0.4338021,0
"12031","ARG1","ENSG00000118520.9",NA,0.5288574,0
"12032","ARG2","ENSG00000081181.3",NA,-0.8470373,0
"12033","ARGFX","ENSG00000186103.3",NA,-1.847997,0
"12034","ARGFXP1","ENSG00000240058.3",NA,-1.263034,0
"12035","ARGFXP2","ENSG00000265293.2",NA,0.2944474,0
"12036","ARGLU1","ENSG00000134884.9",NA,-0.5475246,0
"12037","ARHGAP1","ENSG00000175220.7",NA,0.2864114,0
"12038","ARHGAP10","ENSG00000071205.7",NA,0.1690962,0
"12039","ARHGAP11A","ENSG00000198826.6",NA,-0.9530987,0
"12040","ARHGAP12","ENSG00000165322.13",NA,-0.487689,0
"12041","ARHGAP15","ENSG00000075884.8",NA,1.501131,0
"12043","ARHGAP16P","ENSG00000258894.1",NA,5.906891,0
"12044","ARHGAP17","ENSG00000140750.12",NA,-0.2405767,0
"12045","ARHGAP18","ENSG00000146376.6",NA,-1.234359,0
"12046","ARHGAP19","ENSG00000213390.6",NA,-0.4248762,0
"12047","ARHGAP19-SLIT1","ENSG00000269891.1",NA,-1.155788,0
"12048","ARHGAP20","ENSG00000137727.8",NA,0.1906836,0
"12049","ARHGAP21","ENSG00000107863.12",NA,-1.736792,0
"12050","ARHGAP22","ENSG00000128805.10",NA,-2.007752,0
"12052","ARHGAP23P1","ENSG00000260781.1",NA,-2.966902,0
"12053","ARHGAP24","ENSG00000138639.13",NA,-1.021252,0
"12054","ARHGAP25","ENSG00000163219.7",NA,-4.022996,0
"12055","ARHGAP26","ENSG00000145819.11",NA,-0.387355,0
"12058","ARHGAP27","ENSG00000159314.7",NA,0.01817799,0
"12059","ARHGAP27P1-BPTFP1-KPNA2P3","ENSG00000215769.4",NA,0.5858328,0
"12060","ARHGAP27P2","ENSG00000267472.1",NA,3.535461,0
"12061","ARHGAP28","ENSG00000088756.8",NA,-3.215729,0
"12062","ARHGAP29","ENSG00000137962.8",NA,-1.463452,0
"12063","ARHGAP29-AS1","ENSG00000226835.1",NA,0.9124314,0
"12064","ARHGAP30","ENSG00000186517.9",NA,0.01622035,0
"12065","ARHGAP31","ENSG00000031081.6",NA,-3.55465,0
"12066","ARHGAP31-AS1","ENSG00000241155.1",NA,-3.024567,0
"12067","ARHGAP32","ENSG00000134909.14",NA,0.5198341,0
"12068","ARHGAP33","ENSG00000004777.14",NA,-0.1259035,0
"12069","ARHGAP35","ENSG00000160007.13",NA,0.3063131,0
"12070","ARHGAP36","ENSG00000147256.6",NA,8.776844,0
"12071","ARHGAP39","ENSG00000147799.7",NA,1.05541,0
"12072","ARHGAP4","ENSG00000089820.11",NA,-0.5351866,0
"12073","ARHGAP40","ENSG00000124143.6",NA,2.919478,0
"12074","ARHGAP42","ENSG00000165895.13",NA,-2.505199,0
"12075","ARHGAP42P1","ENSG00000227817.4",NA,-0.1989041,0
"12076","ARHGAP42P2","ENSG00000231147.2",NA,5.103288,0
"12077","ARHGAP42P3","ENSG00000235759.1",NA,-2.584963,0
"12080","ARHGAP44","ENSG00000006740.12",NA,1.410488,0
"12081","ARHGAP45","ENSG00000180448.6",NA,0.2828414,0
"12082","ARHGAP5","ENSG00000100852.8",NA,-0.9312595,0
"12083","ARHGAP5-AS1","ENSG00000258655.1",NA,-1.122662,0
"12084","ARHGAP6","ENSG00000047648.17",NA,-0.5761923,0
"12085","ARHGAP8","ENSG00000241484.5",NA,0.8454831,0
"12086","ARHGAP9","ENSG00000123329.13",NA,-0.5749784,0
"12087","ARHGDIA","ENSG00000141522.7",NA,-0.1859298,0
"12088","ARHGDIB","ENSG00000111348.4",NA,-0.03445588,0
"12089","ARHGDIG","ENSG00000242173.4",NA,-0.04880051,0
"12090","ARHGEF1","ENSG00000076928.13",NA,-0.09882471,0
"12091","ARHGEF10","ENSG00000104728.11",NA,-0.7856009,0
"12092","ARHGEF10L","ENSG00000074964.12",NA,-0.3070843,0
"12093","ARHGEF11","ENSG00000132694.14",NA,-0.1769027,0
"12094","ARHGEF12","ENSG00000196914.4",NA,-0.1066708,0
"12095","ARHGEF15","ENSG00000198844.6",NA,-0.6109577,0
"12096","ARHGEF16","ENSG00000130762.10",NA,0.6166338,0
"12097","ARHGEF17","ENSG00000110237.3",NA,-0.2353196,0
"12098","ARHGEF18","ENSG00000104880.13",NA,-0.3369149,0
"12099","ARHGEF19","ENSG00000142632.12",NA,-0.5409767,0
"12100","ARHGEF19-AS1","ENSG00000234166.1",NA,-2.530515,0
"12101","ARHGEF2","ENSG00000116584.13",NA,-0.673281,0
"12103","ARHGEF25","ENSG00000240771.2",NA,-1.146574,0
"12104","ARHGEF26","ENSG00000114790.8",NA,1.08558,0
"12105","ARHGEF26-AS1","ENSG00000243069.3",NA,1.081535,0
"12106","ARHGEF28","ENSG00000214944.5",NA,-0.728633,0
"12107","ARHGEF3","ENSG00000163947.7",NA,0.4144082,0
"12109","ARHGEF33","ENSG00000214694.6",NA,-1.802251,0
"12110","ARHGEF34P","ENSG00000204959.3",NA,-0.4445524,0
"12111","ARHGEF35","ENSG00000213214.3",NA,0.002236571,0
"12112","ARHGEF35-AS1","ENSG00000244198.1",NA,-0.9738343,0
"12113","ARHGEF37","ENSG00000183111.7",NA,-0.2135418,0
"12114","ARHGEF38","ENSG00000236699.4",NA,1.543176,0
"12115","ARHGEF38-IT1","ENSG00000249885.1",NA,1.919328,0
"12116","ARHGEF39","ENSG00000137135.13",NA,-0.6031393,0
"12117","ARHGEF4","ENSG00000136002.12",NA,-1.691677,0
"12118","ARHGEF40","ENSG00000165801.5",NA,-2.280674,0
"12119","ARHGEF5","ENSG00000050327.10",NA,-0.5375334,0
"12120","ARHGEF6","ENSG00000129675.11",NA,-1.093193,0
"12121","ARHGEF7","ENSG00000102606.13",NA,-0.1574739,0
"12124","ARHGEF7-IT1","ENSG00000233644.1",NA,-1.678072,0
"12125","ARHGEF9","ENSG00000131089.9",NA,-0.6987783,0
"12127","ARID1A","ENSG00000117713.13",NA,-0.3566468,0
"12128","ARID1B","ENSG00000049618.17",NA,-0.2637534,0
"12129","ARID2","ENSG00000189079.11",NA,0.3907833,0
"12130","ARID3A","ENSG00000116017.6",NA,0.3542203,0
"12131","ARID3B","ENSG00000179361.13",NA,-0.6376576,0
"12132","ARID3BP1","ENSG00000227288.3",NA,-0.6109577,0
"12133","ARID3C","ENSG00000205143.2",NA,1.916289,0
"12134","ARID4A","ENSG00000032219.14",NA,-0.1176082,0
"12135","ARID4B","ENSG00000054267.16",NA,-0.1192303,0
"12136","ARID5A","ENSG00000196843.11",NA,-1.333239,0
"12137","ARID5B","ENSG00000150347.10",NA,-0.6827584,0
"12138","ARIH1","ENSG00000166233.8",NA,-0.2263897,0
"12139","ARIH2","ENSG00000177479.15",NA,-0.07291001,0
"12140","ARIH2OS","ENSG00000221883.2",NA,-0.3444691,0
"12141","ARIH2P1","ENSG00000266296.1",NA,-0.01249094,0
"12142","ARL1","ENSG00000120805.9",NA,0.674414,0
"12143","ARL10","ENSG00000175414.6",NA,-1.828019,0
"12144","ARL11","ENSG00000152213.3",NA,1.476478,0
"12145","ARL13A","ENSG00000174225.10",NA,-0.8830034,0
"12146","ARL13B","ENSG00000169379.11",NA,-0.889708,0
"12147","ARL14","ENSG00000179674.2",NA,-4.57926,0
"12148","ARL14EP","ENSG00000152219.4",NA,0.06137914,0
"12149","ARL14EPL","ENSG00000268223.2",NA,-6.11627,0
"12150","ARL14EPP1","ENSG00000224891.1",NA,1.149747,0
"12151","ARL15","ENSG00000185305.6",NA,0.09296167,0
"12152","ARL16","ENSG00000214087.4",NA,-0.4467896,0
"12153","ARL17A","ENSG00000185829.11",NA,-0.02626552,0
"12154","ARL17B","ENSG00000228696.4",NA,-0.1297802,0
"12155","ARL2","ENSG00000213465.3",NA,-0.8070069,0
"12157","ARL2BP","ENSG00000102931.3",NA,-0.1622514,0
"12158","ARL2BPP4","ENSG00000249312.1",NA,0.2742314,0
"12159","ARL3","ENSG00000138175.8",NA,1.157398,0
"12160","ARL4A","ENSG00000122644.8",NA,-0.6908794,0
"12161","ARL4AP1","ENSG00000122872.8",NA,0.6963236,0
"12162","ARL4AP2","ENSG00000248780.1",NA,-1.446997,0
"12163","ARL4AP3","ENSG00000228291.1",NA,-0.3699496,0
"12164","ARL4AP4","ENSG00000231395.1",NA,-0.4191536,0
"12165","ARL4AP5","ENSG00000218996.1",NA,-0.04544297,0
"12166","ARL4C","ENSG00000188042.5",NA,-2.795597,0
"12167","ARL4D","ENSG00000175906.4",NA,-0.4198852,0
"12168","ARL5A","ENSG00000162980.12",NA,-0.1740403,0
"12170","ARL5AP3","ENSG00000228431.1",NA,-3.172837,0
"12171","ARL5AP4","ENSG00000224806.2",NA,-0.4265331,0
"12172","ARL5B","ENSG00000165997.4",NA,-0.5674326,0
"12173","ARL5C","ENSG00000141748.8",NA,-0.1301401,0
"12174","ARL6","ENSG00000113966.5",NA,-0.3091522,0
"12175","ARL6IP1","ENSG00000170540.10",NA,-0.3712675,0
"12176","ARL6IP1P2","ENSG00000225355.1",NA,0.4454426,0
"12177","ARL6IP1P3","ENSG00000255014.1",NA,0.3966255,0
"12178","ARL6IP4","ENSG00000182196.9",NA,0.160598,0
"12179","ARL6IP5","ENSG00000144746.6",NA,0.1877069,0
"12180","ARL6IP6","ENSG00000177917.6",NA,-1.147475,0
"12181","ARL8A","ENSG00000143862.3",NA,0.2297047,0
"12182","ARL8B","ENSG00000134108.8",NA,-0.224439,0
"12183","ARL9","ENSG00000196503.2",NA,-0.4947264,0
"12184","ARLNC1","ENSG00000260896.1",NA,-1.843857,0
"12185","ARMC1","ENSG00000104442.5",NA,-0.1755633,0
"12186","ARMC10","ENSG00000170632.9",NA,-0.2954168,0
"12187","ARMC10P1","ENSG00000178660.5",NA,-0.1916287,0
"12188","ARMC12","ENSG00000157343.4",NA,0.04127628,0
"12189","ARMC2","ENSG00000118690.8",NA,-0.06016048,0
"12190","ARMC3","ENSG00000165309.9",NA,0.8075606,0
"12191","ARMC4","ENSG00000169126.11",NA,-2.747706,0
"12192","ARMC4P1","ENSG00000238021.2",NA,2.868416,0
"12193","ARMC5","ENSG00000140691.12",NA,-0.2154406,0
"12194","ARMC6","ENSG00000105676.9",NA,-0.3629005,0
"12195","ARMC7","ENSG00000125449.2",NA,0.5630554,0
"12196","ARMC8","ENSG00000114098.13",NA,-0.4609645,0
"12197","ARMC8P1","ENSG00000225254.2",NA,2.736966,0
"12198","ARMC9","ENSG00000135931.13",NA,0.342434,0
"12199","ARMCX1","ENSG00000126947.7",NA,1.090812,0
"12200","ARMCX2","ENSG00000184867.9",NA,0.1005745,0
"12201","ARMCX3","ENSG00000102401.15",NA,0.297754,0
"12202","ARMCX3-AS1","ENSG00000228275.1",NA,2.605322,0
"12203","ARMCX4","ENSG00000196440.7",NA,-1.706237,0
"12204","ARMCX5","ENSG00000125962.10",NA,-0.05442943,0
"12205","ARMCX5-GPRASP2","ENSG00000271147.3",NA,0.2424362,0
"12206","ARMCX6","ENSG00000198960.6",NA,-0.1075225,0
"12207","ARMCX7P","ENSG00000204072.3",NA,-0.104976,0
"12208","ARMH1","ENSG00000198520.6",NA,-0.3043542,0
"12209","ARMH2","ENSG00000260286.1",NA,0.1154772,0
"12210","ARMH3","ENSG00000120029.8",NA,0.08259273,0
"12211","ARMH4","ENSG00000139971.11",NA,-2.33358,0
"12212","ARMS2","ENSG00000254636.1",NA,-2.36257,0
"12213","ARMT1","ENSG00000146476.6",NA,1.816673,0
"12214","ARNILA","ENSG00000235072.1",NA,0.41426,0
"12215","ARNT","ENSG00000143437.16",NA,-0.3687956,0
"12216","ARNT2","ENSG00000172379.14",NA,-0.432792,0
"12217","ARNTL","ENSG00000133794.13",NA,-0.1642824,0
"12218","ARNTL2","ENSG00000029153.10",NA,-2.6501,0
"12219","ARNTL2-AS1","ENSG00000245311.2",NA,-3.777608,0
"12220","ARPC1A","ENSG00000241685.4",NA,-0.6206204,0
"12221","ARPC1B","ENSG00000130429.8",NA,-1.053702,0
"12222","ARPC1BP1","ENSG00000213081.3",NA,-5.06301,0
"12223","ARPC2","ENSG00000163466.11",NA,-0.6500201,0
"12224","ARPC3","ENSG00000111229.11",NA,0.4150872,0
"12225","ARPC3P1","ENSG00000226284.1",NA,-1.084329,0
"12226","ARPC3P2","ENSG00000238137.2",NA,0.07086633,0
"12227","ARPC3P5","ENSG00000214027.3",NA,0.8952277,0
"12228","ARPC4","ENSG00000241553.8",NA,-0.3167346,0
"12229","ARPC4-TTLL3","ENSG00000250151.5",NA,-0.7580571,0
"12230","ARPC5","ENSG00000162704.11",NA,-0.7313878,0
"12231","ARPC5L","ENSG00000136950.9",NA,0.1121832,0
"12232","ARPIN","ENSG00000242498.3",NA,-0.6164895,0
"12233","ARPIN-AP3S2","ENSG00000250021.3",NA,-0.2609235,0
"12234","ARPP19","ENSG00000128989.6",NA,-0.1029966,0
"12235","ARPP19P1","ENSG00000231228.3",NA,0.2674803,0
"12236","ARPP19P2","ENSG00000204637.3",NA,-0.5392442,0
"12237","ARPP21","ENSG00000172995.12",NA,3.208271,0
"12238","ARR3","ENSG00000120500.13",NA,-0.2365622,0
"12239","ARRB1","ENSG00000137486.12",NA,1.355376,0
"12240","ARRB2","ENSG00000141480.13",NA,-0.209266,0
"12241","ARRDC1","ENSG00000197070.9",NA,2.131449,0
"12242","ARRDC1-AS1","ENSG00000203993.3",NA,-0.7289579,0
"12243","ARRDC2","ENSG00000105643.5",NA,-0.2572403,0
"12244","ARRDC3","ENSG00000113369.4",NA,-0.5884645,0
"12245","ARRDC4","ENSG00000140450.7",NA,1.213578,0
"12246","ARRDC5","ENSG00000205784.2",NA,-2.105493,0
"12247","ARSA","ENSG00000100299.13",NA,-0.2355248,0
"12248","ARSB","ENSG00000113273.11",NA,-1.139795,0
"12249","ARSD","ENSG00000006756.11",NA,0.02278874,0
"12250","ARSD-AS1","ENSG00000229851.1",NA,-0.04875543,0
"12251","ARSF","ENSG00000062096.10",NA,-3.485427,0
"12252","ARSG","ENSG00000141337.8",NA,0.7801931,0
"12253","ARSH","ENSG00000205667.2",NA,1.472345,0
"12254","ARSI","ENSG00000183876.8",NA,-2.680588,0
"12255","ARSJ","ENSG00000180801.11",NA,-1.838861,0
"12256","ARSK","ENSG00000164291.12",NA,-0.4452301,0
"12257","ARSL","ENSG00000157399.10",NA,-6.03542,0
"12258","ART1","ENSG00000129744.2",NA,1.332746,0
"12259","ART3","ENSG00000156219.12",NA,-7.726531,0
"12260","ART4","ENSG00000111339.6",NA,1.235771,0
"12261","ART5","ENSG00000167311.9",NA,-0.345228,0
"12262","ARTN","ENSG00000117407.12",NA,-0.5441306,0
"12263","ARV1","ENSG00000173409.9",NA,0.1869743,0
"12264","ARVCF","ENSG00000099889.9",NA,0.1704102,0
"12265","ARX","ENSG00000004848.6",NA,3.632031,0
"12266","AS3MT","ENSG00000214435.3",NA,-0.5632544,0
"12267","ASAH1","ENSG00000104763.13",NA,0.7295436,0
"12268","ASAH2","ENSG00000188611.10",NA,-0.07951848,0
"12269","ASAH2B","ENSG00000204147.5",NA,-0.2485851,0
"12270","ASAP1","ENSG00000153317.10",NA,-0.9386769,0
"12271","ASAP2","ENSG00000151693.5",NA,-0.3041172,0
"12272","ASAP3","ENSG00000088280.14",NA,-0.2638812,0
"12273","ASB1","ENSG00000065802.7",NA,-0.7046175,0
"12274","ASB10","ENSG00000146926.6",NA,-1.847997,0
"12275","ASB11","ENSG00000165192.9",NA,-1.263034,0
"12276","ASB12","ENSG00000198881.8",NA,1.345775,0
"12277","ASB13","ENSG00000196372.8",NA,0.3952034,0
"12278","ASB14","ENSG00000239388.4",NA,-0.3240638,0
"12279","ASB15","ENSG00000146809.8",NA,3.946419,0
"12280","ASB15-AS1","ENSG00000230442.1",NA,2.273018,0
"12281","ASB16","ENSG00000161664.2",NA,-0.1487161,0
"12282","ASB16-AS1","ENSG00000267080.1",NA,-0.2763465,0
"12284","ASB18","ENSG00000182177.9",NA,-2.66966,0
"12285","ASB2","ENSG00000100628.7",NA,-1.717873,0
"12286","ASB3","ENSG00000115239.17",NA,-0.7044232,0
"12287","ASB4","ENSG00000005981.8",NA,-1.913288,0
"12288","ASB5","ENSG00000164122.4",NA,-2.219966,0
"12289","ASB6","ENSG00000148331.7",NA,-0.144819,0
"12290","ASB7","ENSG00000183475.8",NA,-0.3815185,0
"12291","ASB8","ENSG00000177981.6",NA,0.8590197,0
"12292","ASB9","ENSG00000102048.11",NA,-1.827401,0
"12293","ASB9P1","ENSG00000258527.1",NA,-0.0322542,0
"12294","ASCC1","ENSG00000138303.13",NA,-0.7515661,0
"12295","ASCC2","ENSG00000100325.10",NA,0.02334042,0
"12296","ASCC3","ENSG00000112249.9",NA,-0.1233084,0
"12297","ASCL1","ENSG00000139352.3",NA,0.9086132,0
"12298","ASCL2","ENSG00000183734.4",NA,0.356498,0
"12299","ASCL3","ENSG00000176009.2",NA,-0.2805928,0
"12300","ASCL4","ENSG00000187855.5",NA,6.823102,0
"12301","ASCL5","ENSG00000232237.2",NA,-6.423593,0
"12302","ASF1A","ENSG00000111875.7",NA,-0.269543,0
"12303","ASF1B","ENSG00000105011.4",NA,-0.6816857,0
"12304","ASGR1","ENSG00000141505.7",NA,-1.817884,0
"12305","ASGR2","ENSG00000161944.12",NA,-1.36995,0
"12306","ASH1L","ENSG00000116539.6",NA,0.04428883,0
"12307","ASH1L-AS1","ENSG00000235919.3",NA,-0.07594713,0
"12308","ASH1L-IT1","ENSG00000227773.1",NA,-0.2041407,0
"12309","ASH2L","ENSG00000129691.11",NA,0.5338137,0
"12310","ASH2LP1","ENSG00000224144.1",NA,-0.4556795,0
"12311","ASH2LP3","ENSG00000225724.1",NA,2.473931,0
"12312","ASIC1","ENSG00000110881.7",NA,0.1584005,0
"12313","ASIC2","ENSG00000108684.10",NA,5.777255,0
"12314","ASIC3","ENSG00000213199.3",NA,0.5305296,0
"12315","ASIC4","ENSG00000072182.8",NA,-0.7369656,0
"12316","ASIC4-AS1","ENSG00000227432.1",NA,-2.548437,0
"12317","ASIC5","ENSG00000256394.2",NA,2.972182,0
"12318","ASIP","ENSG00000101440.5",NA,-0.8264637,0
"12319","ASL","ENSG00000126522.12",NA,0.09550134,0
"12320","ASLP1","ENSG00000244723.3",NA,-0.8777442,0
"12321","ASMT","ENSG00000196433.7",NA,0.650254,0
"12322","ASMTL","ENSG00000169093.10",NA,-0.1323574,0
"12323","ASMTL-AS1","ENSG00000236017.3",NA,-0.04430584,0
"12324","ASNS","ENSG00000070669.12","ASNS",-1.083902,0
"12325","ASNSD1","ENSG00000138381.5",NA,-0.3711588,0
"12326","ASNSP1","ENSG00000248498.3",NA,1.476051,0
"12327","ASNSP3","ENSG00000236554.1",NA,1.689722,0
"12328","ASNSP6","ENSG00000267333.1",NA,-1.847997,0
"12329","ASPA","ENSG00000108381.6",NA,-1.722466,0
"12330","ASPDH","ENSG00000204653.5",NA,1.583102,0
"12331","ASPG","ENSG00000166183.11",NA,-0.7525773,0
"12332","ASPH","ENSG00000198363.11",NA,-0.4415706,0
"12333","ASPHD1","ENSG00000174939.6",NA,-1.245409,0
"12334","ASPHD2","ENSG00000128203.6",NA,-0.9749651,0
"12335","ASPM","ENSG00000066279.12",NA,-0.9631661,0
"12336","ASPN","ENSG00000106819.7",NA,-0.7857126,0
"12337","ASPRV1","ENSG00000244617.1",NA,-2.495733,0
"12338","ASPSCR1","ENSG00000169696.11",NA,-1.263018,0
"12339","ASRGL1","ENSG00000162174.8",NA,-1.231337,0
"12340","ASS1","ENSG00000130707.13",NA,-0.2352378,0
"12341","ASS1P1","ENSG00000220517.2",NA,-0.6388367,0
"12342","ASS1P10","ENSG00000215325.4",NA,-0.04485424,0
"12343","ASS1P11","ENSG00000225308.2",NA,0.6606446,0
"12344","ASS1P12","ENSG00000237437.1",NA,-0.1037265,0
"12345","ASS1P2","ENSG00000223922.1",NA,0.245045,0
"12346","ASS1P4","ENSG00000213487.3",NA,0.1963972,0
"12347","ASS1P5","ENSG00000227881.1",NA,-0.2630344,0
"12348","ASS1P7","ENSG00000236893.1",NA,0.4439186,0
"12349","ASS1P8","ENSG00000251418.2",NA,-2.432959,0
"12350","ASS1P9","ENSG00000217791.4",NA,-0.1917757,0
"12351","ASTE1","ENSG00000034533.7",NA,-0.4108959,0
"12352","ASTL","ENSG00000188886.3",NA,2.496492,0
"12353","ASTN1","ENSG00000152092.11",NA,-2.88229,0
"12354","ASTN2","ENSG00000148219.12",NA,1.307004,0
"12356","ASXL1","ENSG00000171456.12",NA,-1.003873,0
"12357","ASXL2","ENSG00000143970.12",NA,-0.6220039,0
"12358","ASXL3","ENSG00000141431.5",NA,-0.9146085,0
"12359","ASZ1","ENSG00000154438.3",NA,1.023847,0
"12360","ATAD1","ENSG00000138138.9",NA,-0.4197941,0
"12361","ATAD2","ENSG00000156802.8",NA,0.02486833,0
"12362","ATAD2B","ENSG00000119778.10",NA,0.3304797,0
"12363","ATAD3A","ENSG00000197785.9",NA,-0.3704856,0
"12364","ATAD3B","ENSG00000160072.15",NA,-0.2558628,0
"12365","ATAD3C","ENSG00000215915.5",NA,0.07449519,0
"12366","ATAD5","ENSG00000176208.4",NA,-0.6604876,0
"12367","ATAT1","ENSG00000137343.13",NA,-0.1942683,0
"12368","ATCAY","ENSG00000167654.13",NA,-3.684071,0
"12369","ATE1","ENSG00000107669.13",NA,-0.1224145,0
"12370","ATE1-AS1","ENSG00000226864.1",NA,-1.102957,0
"12371","ATF1","ENSG00000123268.4",NA,-0.336908,0
"12372","ATF2","ENSG00000115966.12",NA,-0.9386335,0
"12373","ATF3","ENSG00000162772.12",NA,-0.679598,0
"12374","ATF4","ENSG00000128272.10",NA,-0.09914153,0
"12375","ATF4P1","ENSG00000213338.3",NA,1.0318,0
"12376","ATF4P3","ENSG00000228218.1",NA,-0.6686528,0
"12377","ATF4P4","ENSG00000256167.1",NA,-0.2643537,0
"12378","ATF5","ENSG00000169136.4",NA,0.4214208,0
"12379","ATF6","ENSG00000118217.5",NA,-0.4412151,0
"12380","ATF6B","ENSG00000213676.6",NA,-0.05959075,0
"12381","ATF7","ENSG00000170653.14",NA,0.1318563,0
"12382","ATF7-NPFF","ENSG00000267281.2",NA,-0.1317247,0
"12383","ATF7IP","ENSG00000171681.8",NA,-0.5933737,0
"12384","ATF7IP2","ENSG00000166669.9",NA,-0.7793434,0
"12385","ATG10","ENSG00000152348.11",NA,-0.4173766,0
"12386","ATG10-AS1","ENSG00000248192.1",NA,-1.137504,0
"12387","ATG10-IT1","ENSG00000236447.2",NA,-0.8269353,0
"12388","ATG101","ENSG00000123395.10",NA,0.1976815,0
"12389","ATG12","ENSG00000145782.8",NA,-0.3000441,0
"12390","ATG12P2","ENSG00000224121.1",NA,0.8040798,0
"12391","ATG13","ENSG00000175224.12",NA,-0.1297099,0
"12392","ATG14","ENSG00000126775.8",NA,-0.2539173,0
"12393","ATG16L1","ENSG00000085978.17",NA,0.3591339,0
"12394","ATG16L2","ENSG00000168010.6",NA,1.819277,0
"12395","ATG2A","ENSG00000110046.8",NA,0.05253352,0
"12396","ATG2B","ENSG00000066739.7",NA,0.1426226,0
"12397","ATG3","ENSG00000144848.6",NA,-0.1728485,0
"12398","ATG4A","ENSG00000101844.13",NA,-0.06134988,0
"12399","ATG4B","ENSG00000168397.12",NA,0.08043234,0
"12400","ATG4C","ENSG00000125703.10",NA,-0.4054868,0
"12401","ATG4D","ENSG00000130734.5",NA,-0.02348065,0
"12402","ATG5","ENSG00000057663.8",NA,-0.6548378,0
"12403","ATG7","ENSG00000197548.8",NA,-0.3389647,0
"12404","ATG9A","ENSG00000198925.6",NA,-0.6117693,0
"12405","ATG9B","ENSG00000181652.14",NA,-0.001177504,0
"12406","ATIC","ENSG00000138363.10",NA,0.06224098,0
"12407","ATL1","ENSG00000198513.7",NA,-1.624728,0
"12408","ATL2","ENSG00000119787.9",NA,-0.7836524,0
"12409","ATL3","ENSG00000184743.8",NA,-0.6850627,0
"12410","ATM","ENSG00000149311.13","ATM",-0.6039808,0
"12411","ATMIN","ENSG00000166454.5",NA,-0.2720799,0
"12412","ATN1","ENSG00000111676.10",NA,-0.07003247,0
"12413","ATOH1","ENSG00000172238.3",NA,-1.10257,0
"12414","ATOH7","ENSG00000179774.7",NA,-1.526069,0
"12415","ATOH8","ENSG00000168874.8",NA,-0.5433055,0
"12416","ATOX1","ENSG00000177556.7",NA,0.5730824,0
"12417","ATP10A","ENSG00000206190.7",NA,0.9944233,0
"12418","ATP10B","ENSG00000118322.8",NA,0.2253099,0
"12419","ATP10D","ENSG00000145246.9",NA,-2.313271,0
"12420","ATP11A","ENSG00000068650.14",NA,-1.499862,0
"12421","ATP11A-AS1","ENSG00000232684.1",NA,-0.6573133,0
"12422","ATP11AUN","ENSG00000197595.1",NA,-1.263034,0
"12423","ATP11B","ENSG00000058063.11",NA,-1.363859,0
"12424","ATP11C","ENSG00000101974.10",NA,-1.499353,0
"12425","ATP12A","ENSG00000075673.7",NA,3.226068,0
"12426","ATP13A1","ENSG00000105726.12",NA,0.1517581,0
"12427","ATP13A2","ENSG00000159363.13",NA,-0.2091913,0
"12428","ATP13A3","ENSG00000133657.10",NA,-0.4916221,0
"12429","ATP13A4","ENSG00000127249.10",NA,1.134121,0
"12431","ATP13A5","ENSG00000187527.6",NA,0.6472628,0
"12432","ATP13A5-AS1","ENSG00000236508.1",NA,-0.8533902,0
"12433","ATP1A1","ENSG00000163399.11",NA,-1.132002,0
"12434","ATP1A1-AS1","ENSG00000203865.5",NA,0.1005128,0
"12435","ATP1A2","ENSG00000018625.10",NA,2.335734,0
