"","gene_name","antibody_name","RNASeq_name","RPPAFC","RNAFC","log2RPPAFC","log2RNAFC","max_log_FC","max_RPPAorRNA"
"1","ACTB","beta Actin_Caution","ENSG00000075624.9",0.688848039768087,0.841694093533568,-0.537742336127014,-0.248632101418884,-0.537742336127014,"RPPA"
"2","ACVRL1","ACVRL1_Caution","ENSG00000139567.8",1.11788096304332,1.14403746742092,0.160766571749743,0.194134301397072,0.194134301397072,"RNA"
"3","ADAR","ADAR1","ENSG00000160710.11",1.18945468583048,1.19155056243078,0.250300311046023,0.252840172359417,0.252840172359417,"RNA"
"4","ANXA1","Annexin 1","ENSG00000135046.9",0.57122185521085,0.939018633879008,-0.807876916288698,-0.0907743078942531,-0.807876916288698,"RPPA"
"5","ANXA7","Annexin_VII","ENSG00000138279.11",1.17828733780304,1.15507618176154,0.236691398484438,0.207988006121941,0.236691398484438,"RPPA"
"6","AR","AR","ENSG00000169083.11",1.86855663662786,1.2813801609248,0.901924292990169,0.357698559141445,0.901924292990169,"RPPA"
"7","ASNS","ASNS","ENSG00000070669.12",0.716807123512689,0.98051140361416,-0.480343120151772,-0.0283936854368676,-0.480343120151772,"RPPA"
"8","ATM","ATM","ENSG00000149311.13",1.25336073582934,1.54874386966704,0.325801703479301,0.6310985718132,0.6310985718132,"RNA"
"9","BAK1","Bak_Caution","ENSG00000030110.8",1.10050249445142,1.15406739883768,0.138162415314541,0.206727481461285,0.206727481461285,"RNA"
"10","BAP1","Bap1 c-4","ENSG00000163930.5",0.876868648427495,1.0644409013052,-0.18956734623647,0.0900958523164987,-0.18956734623647,"RPPA"
"11","BAX","Bax","ENSG00000087088.15",0.992548964020845,1.16060759384281,-0.0107898204326432,0.214880273572683,0.214880273572683,"RNA"
"12","BCL2","Bcl-2","ENSG00000171791.10",1.49618450074097,1.3330725995175,0.581288090928485,0.414755352153637,0.581288090928485,"RPPA"
"13","BCL2L1","Bcl-xL","ENSG00000171552.8",0.934590276445822,1.05802652377555,-0.097594067524546,0.0813757949753783,-0.097594067524546,"RPPA"
"14","BCL2L11","Bim(EP1036)","ENSG00000153094.17",1.14372004375515,1.07095058856743,0.193733956911998,0.0988919186752869,0.193733956911998,"RPPA"
"15","BECN1","Beclin_Caution","ENSG00000126581.8",1.1391591143379,1.19672894954977,0.187969272448842,0.259096429289553,0.259096429289553,"RNA"
