Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
KEGG_PATHWAY	hsa04510:Focal adhesion	57	3.4193161367726455	5.756244582426893E-16	1292, 1293, 1290, 1291, 284217, 5578, 3082, 3680, 2335, 330, 1311, 3676, 3678, 1289, 22801, 5228, 29895, 64098, 5159, 5880, 1281, 1282, 1284, 673, 1286, 3690, 5649, 3918, 3688, 10000, 3914, 3915, 3910, 2318, 1956, 56034, 3909, 3908, 4638, 3696, 4233, 57144, 6714, 5728, 3673, 3672, 5156, 329, 858, 1301, 857, 10319, 1302, 5290, 5293, 50509, 2534	559	206	6596	3.26494954582559	1.4654943925052066E-13	1.4654943925052066E-13	7.327471962526033E-13
REACTOME_PATHWAY	R-HSA-1650814:R-HSA-1650814	31	1.859628074385123	7.15453629823127E-16	1292, 136227, 1293, 1290, 55214, 1291, 1296, 283208, 1295, 649, 84570, 1310, 26577, 169044, 9509, 9508, 1289, 64175, 1307, 1281, 1282, 5118, 1284, 1299, 1286, 1301, 1302, 140766, 50509, 23127, 7092	717	67	8780	5.665813193446992	5.269118474870993E-13	5.269118474870993E-13	1.021405182655144E-12
KEGG_PATHWAY	hsa04512:ECM-receptor interaction	35	2.099580083983203	1.9669422984769793E-15	1292, 1293, 1290, 1291, 284217, 3680, 2335, 960, 9900, 1311, 3909, 3908, 3676, 3678, 3696, 1289, 22801, 22987, 1281, 3673, 3672, 1282, 1284, 1286, 3690, 1301, 10319, 1302, 5649, 3918, 3688, 3914, 3915, 50509, 3910	559	86	6596	4.80217997254233	5.275779813018744E-13	2.637889906509372E-13	2.6201263381153694E-12
KEGG_PATHWAY	hsa05146:Amoebiasis	38	2.2795440911817635	8.735626899123232E-15	1290, 284217, 5578, 2769, 2335, 3909, 3908, 7042, 6318, 6317, 1289, 3553, 3576, 1281, 1282, 1284, 4843, 1286, 1301, 10319, 1302, 2774, 5055, 5290, 929, 3918, 5293, 7099, 3689, 3914, 3915, 50509, 5272, 5273, 3910, 5275, 7097, 3569	559	105	6596	4.27034670755601	2.3154811401582265E-12	7.718270467194088E-13	1.149080830487037E-11
REACTOME_PATHWAY	R-HSA-1474228:R-HSA-1474228	32	1.9196160767846429	1.2734137919137438E-14	2006, 682, 649, 2335, 170690, 960, 3909, 5654, 1520, 11095, 11096, 84290, 9507, 4323, 2201, 2200, 4313, 4318, 4317, 4316, 56999, 84467, 2, 3918, 4811, 3914, 5650, 3915, 9313, 4322, 7092, 1515	717	78	8780	5.0237814254550655	1.0099143743502736E-11	5.049516360600137E-12	1.957323192414151E-11
KEGG_PATHWAY	hsa04151:PI3K-Akt signaling pathway	74	4.439112177564487	1.5238527354313862E-14	1292, 1293, 1290, 1291, 284217, 5578, 2254, 3082, 7249, 3680, 2335, 284, 1311, 3676, 2247, 3678, 1977, 1289, 1978, 26291, 22801, 5228, 3575, 5159, 1281, 1282, 1284, 1286, 3690, 57521, 5649, 2259, 3918, 6198, 3688, 10000, 3914, 3915, 3910, 6446, 1435, 1956, 56034, 1026, 3909, 3908, 2791, 6850, 3456, 4803, 54331, 3696, 4804, 4233, 5728, 3673, 3672, 5156, 7010, 1969, 1301, 10319, 1302, 7157, 5290, 1021, 5293, 9180, 7099, 50509, 7531, 7097, 3569, 898	559	339	6596	2.5757331095878127	4.015454635464266E-12	1.0038636588660665E-12	1.992850329202156E-11
REACTOME_PATHWAY	R-HSA-216083:R-HSA-216083	32	1.9196160767846429	2.0479361556669732E-13	1292, 1293, 1290, 1291, 1296, 682, 1295, 3384, 3680, 2335, 960, 1311, 3383, 3676, 3678, 3696, 1289, 22801, 2200, 1307, 1281, 3673, 3672, 1282, 1284, 1299, 1286, 3690, 3688, 3689, 4060, 50509	717	85	8780	4.610058249241119	1.6202539310228303E-10	5.400846436742768E-11	3.13959969133748E-10
REACTOME_PATHWAY	R-HSA-3000178:R-HSA-3000178	30	1.7996400719856027	2.1479903434001439E-13	1292, 1293, 1290, 1291, 284217, 4684, 3680, 2335, 1311, 3909, 6678, 3908, 7042, 1289, 1462, 4038, 1281, 3673, 1282, 1284, 1299, 1286, 633, 3690, 3688, 4060, 3915, 50509, 3910, 4146	717	75	8780	4.898186889818689	1.6992907081458952E-10	4.2482239948071765E-11	3.2926994464332893E-10
REACTOME_PATHWAY	R-HSA-2022090:R-HSA-2022090	23	1.3797240551889622	9.934294860983189E-13	1292, 1293, 1281, 1290, 1282, 1291, 1296, 1284, 4318, 1286, 1295, 4316, 1301, 1302, 3909, 3918, 3914, 50509, 1520, 9313, 1289, 4322, 1515	717	46	8780	6.122733612273361	7.858012018857607E-10	1.5716028478607313E-10	1.5226486738129097E-9
REACTOME_PATHWAY	R-HSA-3000171:R-HSA-3000171	21	1.259748050389922	2.0467935283905415E-12	1756, 1281, 1290, 1282, 1284, 284217, 1286, 2335, 1301, 10319, 1302, 3909, 3908, 3918, 2247, 3914, 3915, 50509, 3910, 1289, 4921	717	39	8780	6.593713120909774	1.6190244700453604E-9	2.698373746667926E-10	3.1371905073740436E-9
