"","gene","ensembl","Antibody","max_FC_log2"
"2304","KCNK10","ENSG00000100433.11",NA,-1.00777735059172
"2305","ABHD4","ENSG00000100439.6",NA,-0.0497909705905437
"2306","KHNYN","ENSG00000100441.5",NA,-0.124993253585773
"2307","FKBP3","ENSG00000100442.6",NA,0.159247136575858
"2308","SDR39U1","ENSG00000100445.12",NA,0.645740451506333
"2309","CTSG","ENSG00000100448.3",NA,-1.03547288172316
"2311","GZMB","ENSG00000100453.8",NA,0.76483238759915
"2312","RBM23","ENSG00000100461.13",NA,-0.221499559603346
"2313","PRMT5","ENSG00000100462.11",NA,0.0445438541837975
"2314","COCH","ENSG00000100473.11",NA,-2.48102989379972
"2315","AP4S1","ENSG00000100478.10",NA,0.00391122697786095
"2316","POLE2","ENSG00000100479.8",NA,-0.10681576599795
"2317","VCPKMT","ENSG00000100483.9",NA,0.0257142943272695
"2318","SOS2","ENSG00000100485.7",NA,-0.394614804496015
"2319","CDKL1","ENSG00000100490.5",NA,-1.13651793767632
"2320","NIN","ENSG00000100503.19",NA,-0.614062883522474
"2321","PYGL","ENSG00000100504.12",NA,-0.979461405680075
"2322","TRIM9","ENSG00000100505.9",NA,0.369334648069401
"2323","PSMC6","ENSG00000100519.7",NA,-0.0970190920668994
"2324","GNPNAT1","ENSG00000100522.4",NA,0.534272772162515
"2325","DDHD1","ENSG00000100523.10",NA,-0.0632183840046459
"2326","CDKN3","ENSG00000100526.15",NA,-0.873764584046261
"2327","CNIH1","ENSG00000100528.7",NA,-0.488252814027418
"2328","CGRRF1","ENSG00000100532.7",NA,-0.156183460209206
"2329","ATP6V1D","ENSG00000100554.7",NA,0.219564237519115
"2330","CCDC198","ENSG00000100557.5",NA,-5.79395706684206
"2331","PLEK2","ENSG00000100558.4",NA,-1.07626526318322
"2332","PIGH","ENSG00000100564.4",NA,0.247255463711976
"2334","PSMA3","ENSG00000100567.8",NA,-0.1499955575831
"2335","VTI1B","ENSG00000100568.6",NA,0.130963359432374
"2336","TIMM9","ENSG00000100575.9",NA,0.155141494413088
"2337","GSTZ1","ENSG00000100577.14",NA,-0.0271537231907253
"2338","KIAA0586","ENSG00000100578.10",NA,-0.695950825221132
"2339","TMED8","ENSG00000100580.7",NA,-0.244333824217695
"2340","SAMD15","ENSG00000100583.4",NA,0.120003191747612
"2341","AHSA1","ENSG00000100591.3",NA,0.144512706739563
"2342","DAAM1","ENSG00000100592.11",NA,0.491678973459281
"2343","ISM2","ENSG00000100593.13",NA,-2.55441343736155
"2344","SPTLC2","ENSG00000100596.2",NA,0.664199488897829
"2345","RIN3","ENSG00000100599.11",NA,-3.01729058400162
"2346","LGMN","ENSG00000100600.10",NA,-1.05535371453273
"2347","ALKBH1","ENSG00000100601.5",NA,0.0877631559319068
"2348","SNW1","ENSG00000100603.9",NA,-0.267592188929962
"2349","CHGA","ENSG00000100604.8",NA,-0.680159742005081
"2350","ITPK1","ENSG00000100605.12",NA,0.656836806913933
"2351","DHRS7","ENSG00000100612.9",NA,-0.0542369799803541
"2352","PPM1A","ENSG00000100614.13",NA,0.198714009078291
"2353","SIX4","ENSG00000100625.8",NA,0.148481022028606
"2354","GALNT16","ENSG00000100626.12",NA,1.61442038673674
"2355","ASB2","ENSG00000100628.7",NA,-1.71787291317061
"2356","CEP128","ENSG00000100629.12",NA,-0.896160219837317
"2357","ERH","ENSG00000100632.6",NA,0.212836732944521
"2358","HIF1A","ENSG00000100644.12",NA,-0.953553053593967
"2359","SUSD6","ENSG00000100647.7",NA,-0.258937514412541
"2360","SRSF5","ENSG00000100650.11",NA,0.243164235665484
"2361","SLC10A1","ENSG00000100652.4",NA,1.03242147769238
"2362","EIF5","ENSG00000100664.6",NA,-0.184505448614104
"2363","SERPINA4","ENSG00000100665.7",NA,4.71097038563326
"2364","SLC8A3","ENSG00000100678.14",NA,1.4093909361377
"2365","DICER1","ENSG00000100697.10",NA,-0.106101681427067
"2366","ZFYVE21","ENSG00000100711.9",NA,0.788284426459731
"2367","MTHFD1","ENSG00000100714.11",NA,-0.120440780026898
"2368","TCL1A","ENSG00000100721.6",NA,0.392811581043872
"2369","ZC3H14","ENSG00000100722.14",NA,-0.175614014780799
"2370","TELO2","ENSG00000100726.10",NA,0.681981775755228
"2371","PCNX1","ENSG00000100731.11",NA,-0.337698558841182
"2372","BDKRB1","ENSG00000100739.6",NA,0.748596686951458
"2373","GSKIP","ENSG00000100744.10",NA,0.252814893899158
"2374","VRK1","ENSG00000100749.3",NA,-0.512780498114303
"2375","PSMC1","ENSG00000100764.9",NA,-0.0180979777613075
"2376","PAPLN","ENSG00000100767.11",NA,-1.26097847082225
"2377","RPS6KA5","ENSG00000100784.5",NA,0.945133396490416
"2378","PPP4R3A","ENSG00000100796.13",NA,-0.0489890595038904
"2379","C14orf93","ENSG00000100802.10",NA,0.25709520965286
"2380","PSMB5","ENSG00000100804.14",NA,0.348099464402657
"2381","YY1","ENSG00000100811.6",NA,-0.080166810300577
"2382","ACIN1","ENSG00000100813.10",NA,0.233437042503072
"2383","CCNB1IP1","ENSG00000100814.13",NA,-0.410682906790385
"2384","TRIP11","ENSG00000100815.8",NA,-0.14538161644308
"2385","APEX1","ENSG00000100823.7",NA,-0.275336821804482
"2386","PABPN1","ENSG00000100836.6",NA,-0.132319252928609
"2387","EFS","ENSG00000100842.8",NA,1.14023685374086
"2388","ARHGAP5","ENSG00000100852.8",NA,-0.931259515051152
"2389","CINP","ENSG00000100865.10",NA,0.366650141352339
"2390","DHRS2","ENSG00000100867.10",NA,4.95942354128764
"2391","SRP54","ENSG00000100883.7",NA,0.2368487755935
"2392","CPNE6","ENSG00000100884.5",NA,-0.200298650485832
"2393","CHD8","ENSG00000100888.8",NA,0.0400696268587488
"2394","PCK2","ENSG00000100889.7",NA,0.286620641873808
"2395","PRORP","ENSG00000100890.11",NA,0.455721299298923
"2396","DCAF11","ENSG00000100897.13",NA,0.471824423067164
"2397","PSMA6","ENSG00000100902.6",NA,0.36062851645921
"2398","NFKBIA","ENSG00000100906.6",NA,0.0785262143746097
"2399","EMC9","ENSG00000100908.9",NA,0.182109038733616
"2400","PSME2","ENSG00000100911.9",NA,-0.247617498084588
"2401","BRMS1L","ENSG00000100916.9",NA,-0.64386827512759
"2402","REC8","ENSG00000100918.8",NA,-0.576330446494013
"2403","TM9SF1","ENSG00000100926.10",NA,0.25121450937327
"2404","SEC23A","ENSG00000100934.10",NA,-0.799493992557237
"2405","GMPR2","ENSG00000100938.13",NA,0.44736653419113
"2406","PNN","ENSG00000100941.4",NA,-0.0361913816867867
"2407","RABGGTA","ENSG00000100949.10",NA,0.448406207316721
"2408","NFATC4","ENSG00000100968.9",NA,1.71054264583444
"2409","PLTP","ENSG00000100979.10",NA,-0.53963774521111
"2410","PCIF1","ENSG00000100982.7",NA,-0.370900997787742
"2411","GSS","ENSG00000100983.5",NA,0.0490977456800046
"2412","MMP9","ENSG00000100985.7",NA,-3.17130932431285
"2413","VSX1","ENSG00000100987.10",NA,0.0791525280373686
"2414","TRPC4AP","ENSG00000100991.7",NA,0.34805428888071
"2415","PYGB","ENSG00000100994.7",NA,-0.819548246189693
"2416","ABHD12","ENSG00000100997.14",NA,0.0987091666860085
"2417","PROCR","ENSG00000101000.4",NA,-1.46184860199734
"2418","GINS1","ENSG00000101003.8",NA,-0.288035646099329
"2419","NINL","ENSG00000101004.10",NA,-1.0549585360091
"2420","CD40","ENSG00000101017.9",NA,1.29542346013412
"2421","UQCC1","ENSG00000101019.17",NA,0.993082385675025
"2422","ZMYND8","ENSG00000101040.15",NA,0.176972363574554
"2423","SGK2","ENSG00000101049.10",NA,-1.34738496762966
"2424","IFT52","ENSG00000101052.8",NA,-0.000734169605486557
"2425","MYBL2","ENSG00000101057.11",NA,-0.485038272212069
"2426","R3HDML","ENSG00000101074.3",NA,-8.467605550083
"2427","HNF4A","ENSG00000101076.12",NA,-4.25361115194717
"2428","NDRG3","ENSG00000101079.16",NA,0.079919879973855
"2429","SLA2","ENSG00000101082.9",NA,0.17918792277128
"2430","RAB5IF","ENSG00000101084.12",NA,-0.0789893029835271
"2431","NFATC2","ENSG00000101096.15",NA,-0.207884680532614
"2432","RIMS4","ENSG00000101098.8",NA,2.236789643575
"2433","PABPC1L","ENSG00000101104.8",NA,0.197681610804439
"2434","STK4","ENSG00000101109.7",NA,-0.359933203266908
"2435","SALL4","ENSG00000101115.8",NA,-1.48071431693524
"2436","ADNP","ENSG00000101126.11",NA,0.0122971357902788
"2437","PFDN4","ENSG00000101132.5",NA,1.06352607990209
"2438","DOK5","ENSG00000101134.7",NA,0.82781902461732
"2439","CSTF1","ENSG00000101138.7",NA,0.734901195982498
"2440","BMP7","ENSG00000101144.8",NA,2.14658171592155
"2441","RAE1","ENSG00000101146.8",NA,0.788108799402939
"2442","TPD52L2","ENSG00000101150.13",NA,0.303869114720526
"2443","DNAJC5","ENSG00000101152.6",NA,0.493405019515054
"2444","NELFCD","ENSG00000101158.8",NA,0.474905255454201
"2445","CTSZ","ENSG00000101160.9",NA,-0.765858659860998
"2446","PRPF6","ENSG00000101161.6",NA,0.620323671569826
"2447","TUBB1","ENSG00000101162.3",NA,-0.207324973247506
"2448","PRELID3B","ENSG00000101166.11",NA,0.302289261881508
"2449","HRH3","ENSG00000101180.11",NA,3.16617982400579
"2450","MTG2","ENSG00000101181.13",NA,0.450816639209418
"2451","PSMA7","ENSG00000101182.10",NA,0.102115136692422
"2452","SLCO4A1","ENSG00000101187.11",NA,0.269623128615414
"2453","NTSR1","ENSG00000101188.4",NA,0.203521647236885
"2454","MRGBP","ENSG00000101189.5",NA,-0.185143970709356
"2455","TCFL5","ENSG00000101190.8",NA,0.279383146308407
"2456","DIDO1","ENSG00000101191.12",NA,0.321143484188488
"2457","GID8","ENSG00000101193.6",NA,0.744401096484739
"2458","SLC17A9","ENSG00000101194.13",NA,1.0016620349275
"2459","BIRC7","ENSG00000101197.8",NA,1.84608731654632
"2460","NKAIN4","ENSG00000101198.10",NA,-1.3176195435994
"2461","ARFGAP1","ENSG00000101199.8",NA,0.401275448558112
"2463","COL20A1","ENSG00000101203.12",NA,-0.352117949416219
"2464","CHRNA4","ENSG00000101204.11",NA,3.74819284958946
"2465","EEF1A2","ENSG00000101210.6",NA,2.44890582570268
"2466","PTK6","ENSG00000101213.5",NA,1.62885696712044
"2467","GMEB2","ENSG00000101216.6",NA,0.106215015471612
"2468","C20orf27","ENSG00000101220.13",NA,-0.492246474785046
"2469","SPEF1","ENSG00000101222.8",NA,1.21008945453077
"2470","CDC25B","ENSG00000101224.13",NA,-1.0230738996147
"2471","ISM1","ENSG00000101230.5",NA,-4.99095486039699
"2472","RNF24","ENSG00000101236.12",NA,-0.813065410361745
"2473","ARFRP1","ENSG00000101246.15",NA,0.433802063477503
"2474","NDUFAF5","ENSG00000101247.13",NA,-0.459792446022337
"2475","SEL1L2","ENSG00000101251.7",NA,2.95935801550265
"2476","TRIB3","ENSG00000101255.6",NA,0.457190532872223
"2477","RASSF2","ENSG00000101265.11",NA,-0.964033292625402
"2478","CSNK2A1","ENSG00000101266.12",NA,-0.576260974846292
"2479","SLC52A3","ENSG00000101276.10",NA,-0.451765683291615
"2480","RPS10P5","ENSG00000101278.6",NA,0.319200882277709
"2481","ANGPT4","ENSG00000101280.6",NA,-3.89635992811635
"2482","RSPO4","ENSG00000101282.4",NA,-2.60642207890023
"2483","CDS2","ENSG00000101290.9",NA,-0.891884010436676
"2484","PROKR2","ENSG00000101292.6",NA,-6.87479696589867
"2485","HM13","ENSG00000101294.12",NA,0.0865357445077368
"2486","SNPH","ENSG00000101298.9",NA,0.91890597176536
"2487","MYLK2","ENSG00000101306.6",NA,-2.6648422705323
"2488","SIRPB1","ENSG00000101307.11",NA,-3.86847916775683
"2489","SEC23B","ENSG00000101310.10",NA,0.343520300219752
"2490","FERMT1","ENSG00000101311.11",NA,-3.46817018922652
"2491","HAO1","ENSG00000101323.4",NA,-3.58496250072116
"2492","PDYN","ENSG00000101327.4",NA,-0.748461233004035
"2493","CCM2L","ENSG00000101331.11",NA,0.216434966040048
"2494","PLCB4","ENSG00000101333.12",NA,1.08497441680966
"2495","MYL9","ENSG00000101335.5",NA,-2.48339315960828
"2496","HCK","ENSG00000101336.8",NA,2.34421460412922
"2497","TM9SF4","ENSG00000101337.11",NA,-0.230806778781274
"2498","TLDC2","ENSG00000101342.5",NA,-3.19291664406854
"2499","CRNKL1","ENSG00000101343.10",NA,0.864656106764938
"2500","POFUT1","ENSG00000101346.7",NA,-0.71297229999047
"2501","SAMHD1","ENSG00000101347.7",NA,-0.871761298768892
"2502","PAK5","ENSG00000101349.12",NA,-2.58496250072116
"2503","KIF3B","ENSG00000101350.6",NA,-0.146110797657397
"2504","MROH8","ENSG00000101353.10",NA,-0.713232744693054
"2505","NOP56","ENSG00000101361.10",NA,-0.608724223101845
"2506","MANBAL","ENSG00000101363.8",NA,-0.11306836913404
"2507","IDH3B","ENSG00000101365.16",NA,-0.334815537382952
"2508","MAPRE1","ENSG00000101367.8",NA,-0.564035401972354
"2509","JAG1","ENSG00000101384.7",NA,-4.47423310212255
"2510","CDK5RAP1","ENSG00000101391.16",NA,-0.0677001682426637
"2511","SNTA1","ENSG00000101400.5",NA,-0.545721754497292
"2512","OXT","ENSG00000101405.3",NA,-1.20645087746743
"2513","TTI1","ENSG00000101407.8",NA,0.118605132914467
"2514","E2F1","ENSG00000101412.9",NA,0.0315681466254798
"2515","RPRD1B","ENSG00000101413.7",NA,0.027418283879169
"2516","PXMP4","ENSG00000101417.7",NA,1.82181579233237
"2517","CHMP4B","ENSG00000101421.3",NA,0.143965344847015
"2518","BPI","ENSG00000101425.8",NA,-2.10097764772482
"2520","SLC32A1","ENSG00000101438.3",NA,-2.84799690655495
"2521","CST3","ENSG00000101439.4",NA,0.219287563973249
"2522","ASIP","ENSG00000101440.5",NA,-0.826463745005309
"2523","CST4","ENSG00000101441.4",NA,3.99164880837761
"2524","ACTR5","ENSG00000101442.8",NA,-0.158750052428399
"2525","WFDC2","ENSG00000101443.13",NA,-5.85117500850003
"2526","AHCY","ENSG00000101444.8",NA,0.334247627915857
"2527","PPP1R16B","ENSG00000101445.5",NA,-3.12553088208386
"2528","FAM83D","ENSG00000101447.9",NA,-0.717175283122943
"2529","EPPIN","ENSG00000101448.9",NA,-5.11270013274936
"2530","DHX35","ENSG00000101452.10",NA,-0.42390567566725
"2531","DNTTIP1","ENSG00000101457.8",NA,-0.630897219355841
"2532","MAP1LC3A","ENSG00000101460.8",NA,-0.788611840756195
"2533","SYNDIG1","ENSG00000101463.5",NA,1.17880315278877
"2534","PIGU","ENSG00000101464.6",NA,0.406680993068123
"2535","TNNC2","ENSG00000101470.5",NA,-1.56949938333335
"2536","ACOT8","ENSG00000101473.12",NA,0.0820303630097108
"2537","APMAP","ENSG00000101474.7",NA,-0.0213901605759768
"2538","CELF4","ENSG00000101489.14",NA,0.651084465177746
"2539","ZNF516","ENSG00000101493.6",NA,0.236878191213869
"2540","CDH20","ENSG00000101542.5",NA,1.4093909361377
"2541","ADNP2","ENSG00000101544.4",NA,-0.143294005842523
"2542","RBFA","ENSG00000101546.8",NA,0.236598849508572
"2543","USP14","ENSG00000101557.10",NA,-0.684763598728603
"2544","VAPA","ENSG00000101558.9",NA,-0.661127459956911
"2545","METTL4","ENSG00000101574.10",NA,-1.15240724018428
"2546","LPIN2","ENSG00000101577.5",NA,-0.647116636689978
"2547","SMCHD1","ENSG00000101596.10",NA,-1.15582719663363
"2548","MYOM1","ENSG00000101605.8",NA,-2.00575926928868
"2549","MYL12A","ENSG00000101608.8",NA,-1.17035509616715
"2550","CEP76","ENSG00000101624.6",NA,-1.01042798907452
"2551","ST8SIA5","ENSG00000101638.9",NA,-0.85585902432792
"2552","CEP192","ENSG00000101639.14",NA,-0.948357414962018
"2553","RNMT","ENSG00000101654.13",NA,-0.584225115046586
"2554","SMAD7","ENSG00000101665.4",NA,-1.45921694784739
"2555","LIPG","ENSG00000101670.7",NA,-5.57958827515999
"2556","LAMA1","ENSG00000101680.9",NA,-0.113719684066767
"2557","RNF125","ENSG00000101695.4",NA,0.354290201191806
"2558","ANKRD12","ENSG00000101745.11",NA,-0.79508862296366
"2559","NOL4","ENSG00000101746.11",NA,0.316544898190459
"2560","POLI","ENSG00000101751.6",NA,0.0939241493292857
"2561","MIB1","ENSG00000101752.7",NA,-0.676021894052406
"2562","RBBP8","ENSG00000101773.12",NA,-0.733127611659005
"2563","RIOK3","ENSG00000101782.10",NA,-0.522873640276684
"2564","CSTF2","ENSG00000101811.9",NA,-0.558630104105696
"2566","MXRA5","ENSG00000101825.7",NA,-2.79840635531352
"2567","VSIG1","ENSG00000101842.9",NA,0.69632360966886
"2568","PSMD10","ENSG00000101843.14",NA,-0.242223918603012
"2569","ATG4A","ENSG00000101844.13",NA,-0.0613498784525848
"2570","STS","ENSG00000101846.6",NA,0.00432114724639288
"2571","TBL1X","ENSG00000101849.11",NA,0.281406901332398
"2572","GPR143","ENSG00000101850.8",NA,3.07339828555192
"2573","PGRMC1","ENSG00000101856.8",NA,-0.160204994820221
"2574","POLA1","ENSG00000101868.6",NA,-0.384018707415462
"2575","MID1","ENSG00000101871.10",NA,-2.28211651530802
"2576","NKAP","ENSG00000101882.5",NA,-0.0142172243474405
"2577","RHOXF1","ENSG00000101883.4",NA,0.278040450886362
"2578","NXT2","ENSG00000101888.7",NA,-0.58695932774078
"2579","GUCY2F","ENSG00000101890.4",NA,-1.74846123300404
"2580","MCTS2P","ENSG00000101898.5",NA,-0.256359178663098
"2581","ALG13","ENSG00000101901.6",NA,0.253373018115878
"2582","PRPS2","ENSG00000101911.8",NA,-0.535401018900046
"2583","TLR8","ENSG00000101916.11",NA,-1.26303440583379
"2584","MOSPD1","ENSG00000101928.8",NA,-0.578751414654207
"2585","AMMECR1","ENSG00000101935.5",NA,-0.685851991010904
"2586","CHRDL1","ENSG00000101938.10",NA,-5.62320997007812
"2587","WDR13","ENSG00000101940.13",NA,0.0588249133341012
"2588","SUV39H1","ENSG00000101945.12",NA,-0.132741347779632
"2589","PAGE4","ENSG00000101951.12",NA,0.200912693925996
"2590","SRPX","ENSG00000101955.10",NA,-4.20153219491113
"2591","GLRA2","ENSG00000101958.9",NA,-0.356143810225276
"2592","XIAP","ENSG00000101966.8",NA,-0.519100356436053
"2593","STAG2","ENSG00000101972.14",NA,-0.62969997795483
"2594","ATP11C","ENSG00000101974.10",NA,-1.49935346598359
"2595","MCF2","ENSG00000101977.15",NA,1.56213179234027
"2597","ABCD1","ENSG00000101986.8",NA,-0.917101587623539
"2598","CCDC22","ENSG00000101997.8",NA,0.466412095431812
"2599","CACNA1F","ENSG00000102001.8",NA,1.0553048935689
"2600","SYP","ENSG00000102003.6",NA,-1.57959256558491
"2601","PLP2","ENSG00000102007.6",NA,-0.624002106390145
"2602","BMX","ENSG00000102010.10",NA,-4.16992500144231
"2603","LUZP4","ENSG00000102021.6",NA,1.39993060688864
"2604","PLS3","ENSG00000102024.13",NA,-2.80814312552417
"2605","NAA10","ENSG00000102030.11",NA,-0.456402541260785
"2606","RENBP","ENSG00000102032.8",NA,-0.0197833795996815
"2607","ELF4","ENSG00000102034.12",NA,-0.907330980352914
"2608","SMARCA1","ENSG00000102038.11",NA,-1.53533312421579
"2609","MTMR8","ENSG00000102043.11",NA,-0.46198100088912
"2610","ASB9","ENSG00000102048.11",NA,-1.82740086425936
"2611","ZC3H12B","ENSG00000102053.11",NA,-0.083328383598896
"2612","RBBP7","ENSG00000102054.13",NA,-0.0688769104721567
"2613","KCND1","ENSG00000102057.5",NA,-0.242755225980724
"2615","SLC25A14","ENSG00000102078.11",NA,-0.0279112782360698
"2616","FMR1","ENSG00000102081.9",NA,-0.706939207719483
"2617","PIM2","ENSG00000102096.9",NA,-0.0131388351895185
"2618","SCML2","ENSG00000102098.13",NA,-0.187647284119054
"2619","SLC35A2","ENSG00000102100.10",NA,0.132062549770581
"2620","PQBP1","ENSG00000102103.11",NA,0.0916483844872911
"2621","RS1","ENSG00000102104.8",NA,-2.16349873228288
"2622","PCSK1N","ENSG00000102109.7",NA,0.0751468192028444
"2623","EMD","ENSG00000102119.6",NA,-0.510443176106053
"2624","TAZ","ENSG00000102125.11",NA,-0.130446500592099
"2625","RAB40AL","ENSG00000102128.6",NA,-2.12237399889668
"2626","PGK1","ENSG00000102144.9",NA,-0.107883307908089
"2627","GATA1","ENSG00000102145.9",NA,0.129283016944966
"2628","MAGT1","ENSG00000102158.15",NA,-0.718874021148078
"2629","SMS","ENSG00000102172.11",NA,-0.0675441157877765
"2630","PHEX","ENSG00000102174.7",NA,0.33912650549356
"2631","UBL4A","ENSG00000102178.8",NA,-0.103806643299363
"2632","CD99L2","ENSG00000102181.15",NA,-0.911816478902898
"2633","EEA1","ENSG00000102189.12",NA,0.510329154726334
"2634","GPR50","ENSG00000102195.7",NA,4.65979773364375
"2635","RP2","ENSG00000102218.5",NA,-0.124833185714062
"2636","JADE3","ENSG00000102221.9",NA,0.437195737930043
"2637","CDK16","ENSG00000102225.11",NA,-0.204109363595372
"2638","USP11","ENSG00000102226.5",NA,-0.86439244654851
"2639","PCYT1B","ENSG00000102230.9",NA,-2.02360289930342
"2640","BRS3","ENSG00000102239.4",NA,-0.263034405833793
"2641","HTATSF1","ENSG00000102241.7",NA,-0.610648836942985
"2642","VGLL1","ENSG00000102243.8",NA,-0.683817020866455
"2643","CD40LG","ENSG00000102245.3",NA,0.284453389468699
"2644","TIMP1","ENSG00000102265.7",NA,-1.60841652221126
"2645","KLHL4","ENSG00000102271.9",NA,-1.97025265660595
"2646","GABRE","ENSG00000102287.12",NA,-1.80158644159799
"2647","PCDH11X","ENSG00000102290.17",NA,2.72754234027958
"2648","FGD1","ENSG00000102302.7",NA,-0.547227975796887
"2649","PIN4","ENSG00000102309.8",NA,0.13177511376722
"2650","PORCN","ENSG00000102312.16",NA,-1.36312099228593
"2651","ITIH6","ENSG00000102313.8",NA,3.53905327765706
"2652","MAGED2","ENSG00000102316.12",NA,1.50420201313065
"2653","RBM3","ENSG00000102317.13",NA,0.0964241026343169
"2654","KLF8","ENSG00000102349.10",NA,0.966792826429816
"2655","SRPX2","ENSG00000102359.5",NA,-4.02621884751043
"2656","SYTL4","ENSG00000102362.11",NA,-0.346126137460544
"2657","ZDHHC15","ENSG00000102383.9",NA,-0.475763729819522
"2658","CENPI","ENSG00000102384.9",NA,-1.02432378808809
"2659","DRP2","ENSG00000102385.8",NA,-0.266846019783813
"2660","TAF7L","ENSG00000102387.11",NA,-0.551230758224318
"2661","PBDC1","ENSG00000102390.6",NA,0.115631250764851
"2662","GLA","ENSG00000102393.5",NA,-0.727671900037812
"2663","ARMCX3","ENSG00000102401.15",NA,0.297753950860007
"2664","BEX4","ENSG00000102409.9",NA,0.194160467231536
"2665","RUBCNL","ENSG00000102445.14",NA,-1.38939878210046
"2666","NALCN","ENSG00000102452.11",NA,-1.02684073915676
"2667","FGF14","ENSG00000102466.11",NA,-0.137503523749935
"2668","HTR2A","ENSG00000102468.6",NA,-7.88264304936184
"2669","NDFIP2","ENSG00000102471.9",NA,-0.698849243235439
"2670","TNFSF13B","ENSG00000102524.7",NA,-0.459431618637297
"2671","FNDC3A","ENSG00000102531.12",NA,-0.710803648732091
"2672","MLNR","ENSG00000102539.4",NA,-1.24049183718271
"2673","CDADC1","ENSG00000102543.10",NA,-0.0373822903808838
"2674","CAB39L","ENSG00000102547.14",NA,0.558813957610415
"2675","KLF5","ENSG00000102554.9",NA,-1.80933615297364
"2676","STK24","ENSG00000102572.10",NA,-0.503904683952226
"2677","ACP5","ENSG00000102575.6",NA,-0.852304945941153
"2678","DNAJC3","ENSG00000102580.10",NA,-0.159328508315031
"2679","UGGT2","ENSG00000102595.14",NA,-0.811729733674669
"2680","ARHGEF7","ENSG00000102606.13",NA,-0.157473912136894
"2681","FGF9","ENSG00000102678.6",NA,-4.05103212290121
"2682","SGCG","ENSG00000102683.6",NA,5.61907697039106
"2683","PARP4","ENSG00000102699.5",NA,-1.90581151101106
"2684","SUPT20H","ENSG00000102710.15",NA,-0.226018770642175
"2685","MRPS31","ENSG00000102738.6",NA,-0.319035389969264
"2686","SLC25A15","ENSG00000102743.10",NA,-0.312993991513875
"2687","KPNA3","ENSG00000102753.5",NA,-0.219570656578872
"2688","FLT1","ENSG00000102755.6",NA,1.33390073655344
"2689","RGCC","ENSG00000102760.12",NA,-5.64529816394863
"2690","VWA8","ENSG00000102763.11",NA,-0.0821876711030072
"2691","DGKH","ENSG00000102780.12",NA,-0.445788553828927
"2692","KATNAL1","ENSG00000102781.9",NA,-1.77591105332745
"2693","INTS6","ENSG00000102786.10",NA,-0.0718125507725951
"2695","DHRS12","ENSG00000102796.6",NA,0.112470998351567
"2696","MEDAG","ENSG00000102802.5",NA,-7.15318173760774
"2697","TSC22D1","ENSG00000102804.10",NA,-0.178269273957364
"2698","CLN5","ENSG00000102805.9",NA,0.270157736278822
"2699","OLFM4","ENSG00000102837.6",NA,-7.24867593790816
"2700","MSLN","ENSG00000102854.10",NA,-4.15577462575614
"2701","MGRN1","ENSG00000102858.8",NA,0.161702076203426
"2702","ZNF629","ENSG00000102870.4",NA,0.421138663219383
"2703","TRADD","ENSG00000102871.11",NA,0.304817387962206
"2704","HSF4","ENSG00000102878.11",NA,0.598767180718924
"2705","CORO1A","ENSG00000102879.11",NA,0.01673997566777
"2706","MAPK3","ENSG00000102882.7",NA,0.489197223327451
"2707","GDPD3","ENSG00000102886.10",NA,3.09629095871459
"2708","ELMO3","ENSG00000102890.10",NA,0.734522593048121
"2710","PHKB","ENSG00000102893.11",NA,0.094071347232628
"2711","LYRM1","ENSG00000102897.5",NA,0.179127231116366
"2712","NUTF2","ENSG00000102898.7",NA,-0.2253612985475
"2713","NUP93","ENSG00000102900.8",NA,-0.652722755191295
"2714","CENPT","ENSG00000102901.8",NA,0.0298228122741566
"2715","TSNAXIP1","ENSG00000102904.10",NA,0.558882466195202
"2716","NFAT5","ENSG00000102908.16",NA,-0.942368792390451
"2717","LONP2","ENSG00000102910.9",NA,0.483003233069086
"2718","N4BP1","ENSG00000102921.3",NA,-0.518472481156169
"2719","CBLN1","ENSG00000102924.7",NA,2.55913175998224
"2720","ARL2BP","ENSG00000102931.3",NA,-0.162251411010071
"2721","PLLP","ENSG00000102934.5",NA,-0.308346047575779
"2722","ZNF423","ENSG00000102935.7",NA,-1.07508713419445
"2723","CCL22","ENSG00000102962.4",NA,0.158899985685117
"2724","DHODH","ENSG00000102967.7",NA,0.0207234331697568
"2725","CCL17","ENSG00000102970.6",NA,2.23003564125626
"2726","CTCF","ENSG00000102974.10",NA,-0.0727539021642674
"2727","ACD","ENSG00000102977.9",NA,-0.0591616506175585
"2728","POLR2C","ENSG00000102978.8",NA,-0.146211777137052
"2729","PARD6A","ENSG00000102981.5",NA,0.676304302809472
"2730","ZNF821","ENSG00000102984.10",NA,0.022041469148987
"2731","MMP15","ENSG00000102996.4",NA,0.478839868425314
"2732","USB1","ENSG00000103005.7",NA,-1.00044855271609
"2733","CYB5B","ENSG00000103018.12",NA,-0.535872438552857
"2734","CCDC113","ENSG00000103021.5",NA,0.607425996506587
"2735","PRSS54","ENSG00000103023.7",NA,-1.67807190511264
"2736","NME3","ENSG00000103024.3",NA,1.83359491649279
"2737","NDRG4","ENSG00000103034.10",NA,-0.775342239861317
"2738","PSMD7","ENSG00000103035.6",NA,-0.23663486716606
"2739","SETD6","ENSG00000103037.7",NA,0.362101322664333
"2740","SLC38A7","ENSG00000103042.4",NA,-0.175483674542861
"2741","VAC14","ENSG00000103043.10",NA,-0.0835023781366644
"2742","HAS3","ENSG00000103044.6",NA,-2.64279719031965
